"X1","X2"
"50589",750,1098
"50590",767,1098
"50591",774,1098
"50592",783,1098
"50593",801,1098
"50594",821,1098
"50595",831,1098
"50596",841,1098
"50597",845,1098
"50598",863,1098
"50599",916,1098
"50600",923,1098
"50601",925,1098
"50602",933,1098
"50603",935,1098
"50604",936,1098
"50605",945,1098
"50606",959,1098
"50607",961,1098
"50608",976,1098
"50609",1016,1098
"50610",1034,1098
"50611",1066,1098
"50612",1073,1098
"50613",1076,1098
"50614",1082,1098
"50615",1,1099
"50616",9,1099
"50617",13,1099
"50618",32,1099
"50619",37,1099
"50620",48,1099
"50621",95,1099
"50622",101,1099
"50623",102,1099
"50624",112,1099
"50625",122,1099
"50626",132,1099
"50627",150,1099
"50628",162,1099
"50629",192,1099
"50630",194,1099
"50631",248,1099
"50632",253,1099
"50633",260,1099
"50634",269,1099
"50635",275,1099
"50636",288,1099
"50637",294,1099
"50638",296,1099
"50639",297,1099
"50640",303,1099
"50641",315,1099
"50642",316,1099
"50643",322,1099
"50644",327,1099
"50645",335,1099
"50646",339,1099
"50647",349,1099
"50648",351,1099
"50649",354,1099
"50650",366,1099
"50651",375,1099
"50652",378,1099
"50653",380,1099
"50654",383,1099
"50655",395,1099
"50656",398,1099
"50657",399,1099
"50658",424,1099
"50659",450,1099
"50660",451,1099
"50661",457,1099
"50662",458,1099
"50663",462,1099
"50664",472,1099
"50665",476,1099
"50666",483,1099
"50667",493,1099
"50668",495,1099
"50669",504,1099
"50670",510,1099
"50671",511,1099
"50672",515,1099
"50673",522,1099
"50674",529,1099
"50675",531,1099
"50676",560,1099
"50677",588,1099
"50678",626,1099
"50679",631,1099
"50680",637,1099
"50681",654,1099
"50682",677,1099
"50683",678,1099
"50684",690,1099
"50685",703,1099
"50686",706,1099
"50687",717,1099
"50688",726,1099
"50689",737,1099
"50690",740,1099
"50691",763,1099
"50692",768,1099
"50693",771,1099
"50694",799,1099
"50695",806,1099
"50696",816,1099
"50697",839,1099
"50698",857,1099
"50699",871,1099
"50700",875,1099
"50701",889,1099
"50702",930,1099
"50703",955,1099
"50704",969,1099
"50705",981,1099
"50706",998,1099
"50707",1012,1099
"50708",1014,1099
"50709",1028,1099
"50710",1083,1099
"50711",1087,1099
"50712",33,1100
"50713",38,1100
"50714",45,1100
"50715",52,1100
"50716",56,1100
"50717",64,1100
"50718",88,1100
"50719",95,1100
"50720",98,1100
"50721",142,1100
"50722",144,1100
"50723",149,1100
"50724",154,1100
"50725",161,1100
"50726",175,1100
"50727",185,1100
"50728",203,1100
"50729",220,1100
"50730",222,1100
"50731",224,1100
"50732",237,1100
"50733",238,1100
"50734",239,1100
"50735",247,1100
"50736",248,1100
"50737",268,1100
"50738",272,1100
"50739",275,1100
"50740",286,1100
"50741",288,1100
"50742",323,1100
"50743",324,1100
"50744",335,1100
"50745",358,1100
"50746",369,1100
"50747",380,1100
"50748",385,1100
"50749",391,1100
"50750",392,1100
"50751",396,1100
"50752",401,1100
"50753",403,1100
"50754",416,1100
"50755",425,1100
"50756",428,1100
"50757",446,1100
"50758",453,1100
"50759",457,1100
"50760",473,1100
"50761",483,1100
"50762",500,1100
"50763",517,1100
"50764",529,1100
"50765",538,1100
"50766",539,1100
"50767",565,1100
"50768",587,1100
"50769",590,1100
"50770",607,1100
"50771",618,1100
"50772",630,1100
"50773",631,1100
"50774",662,1100
"50775",677,1100
"50776",680,1100
"50777",695,1100
"50778",698,1100
"50779",731,1100
"50780",749,1100
"50781",765,1100
"50782",812,1100
"50783",822,1100
"50784",823,1100
"50785",824,1100
"50786",841,1100
"50787",856,1100
"50788",861,1100
"50789",870,1100
"50790",879,1100
"50791",904,1100
"50792",942,1100
"50793",951,1100
"50794",957,1100
"50795",992,1100
"50796",993,1100
"50797",1002,1100
"50798",1007,1100
"50799",1013,1100
"50800",1021,1100
"50801",1031,1100
"50802",1047,1100
"50803",1061,1100
"50804",1073,1100
"50805",1076,1100
"50806",1077,1100
"50807",1097,1100
"50808",43,1101
"50809",48,1101
"50810",86,1101
"50811",87,1101
"50812",110,1101
"50813",118,1101
"50814",124,1101
"50815",133,1101
"50816",145,1101
"50817",150,1101
"50818",156,1101
"50819",163,1101
"50820",169,1101
"50821",175,1101
"50822",182,1101
"50823",186,1101
"50824",209,1101
"50825",228,1101
"50826",253,1101
"50827",280,1101
"50828",292,1101
"50829",308,1101
"50830",315,1101
"50831",331,1101
"50832",336,1101
"50833",339,1101
"50834",344,1101
"50835",356,1101
"50836",360,1101
"50837",366,1101
"50838",368,1101
"50839",371,1101
"50840",385,1101
"50841",427,1101
"50842",449,1101
"50843",463,1101
"50844",472,1101
"50845",476,1101
"50846",498,1101
"50847",500,1101
"50848",503,1101
"50849",505,1101
"50850",515,1101
"50851",521,1101
"50852",552,1101
"50853",555,1101
"50854",557,1101
"50855",562,1101
"50856",570,1101
"50857",602,1101
"50858",631,1101
"50859",635,1101
"50860",637,1101
"50861",652,1101
"50862",684,1101
"50863",694,1101
"50864",702,1101
"50865",706,1101
"50866",766,1101
"50867",768,1101
"50868",775,1101
"50869",800,1101
"50870",826,1101
"50871",871,1101
"50872",877,1101
"50873",878,1101
"50874",885,1101
"50875",896,1101
"50876",900,1101
"50877",903,1101
"50878",912,1101
"50879",922,1101
"50880",923,1101
"50881",926,1101
"50882",935,1101
"50883",947,1101
"50884",948,1101
"50885",977,1101
"50886",981,1101
"50887",983,1101
"50888",986,1101
"50889",1004,1101
"50890",1005,1101
"50891",1014,1101
"50892",1017,1101
"50893",1019,1101
"50894",1026,1101
"50895",1029,1101
"50896",1078,1101
"50897",1089,1101
"50898",1097,1101
"50899",1098,1101
"50900",2,1102
"50901",4,1102
"50902",5,1102
"50903",7,1102
"50904",28,1102
"50905",29,1102
"50906",32,1102
"50907",39,1102
"50908",55,1102
"50909",76,1102
"50910",77,1102
"50911",80,1102
"50912",81,1102
"50913",84,1102
"50914",86,1102
"50915",117,1102
"50916",125,1102
"50917",126,1102
"50918",145,1102
"50919",148,1102
"50920",149,1102
"50921",189,1102
"50922",193,1102
"50923",207,1102
"50924",211,1102
"50925",219,1102
"50926",227,1102
"50927",245,1102
"50928",256,1102
"50929",265,1102
"50930",282,1102
"50931",314,1102
"50932",348,1102
"50933",365,1102
"50934",366,1102
"50935",378,1102
"50936",405,1102
"50937",414,1102
"50938",415,1102
"50939",436,1102
"50940",455,1102
"50941",460,1102
"50942",461,1102
"50943",465,1102
"50944",491,1102
"50945",493,1102
"50946",499,1102
"50947",507,1102
"50948",515,1102
"50949",518,1102
"50950",534,1102
"50951",563,1102
"50952",570,1102
"50953",571,1102
"50954",588,1102
"50955",589,1102
"50956",602,1102
"50957",611,1102
"50958",618,1102
"50959",634,1102
"50960",660,1102
"50961",698,1102
"50962",700,1102
"50963",713,1102
"50964",730,1102
"50965",737,1102
"50966",755,1102
"50967",797,1102
"50968",811,1102
"50969",823,1102
"50970",845,1102
"50971",874,1102
"50972",877,1102
"50973",890,1102
"50974",901,1102
"50975",902,1102
"50976",942,1102
"50977",966,1102
"50978",974,1102
"50979",984,1102
"50980",991,1102
"50981",993,1102
"50982",1023,1102
"50983",1077,1102
"50984",1087,1102
"50985",1093,1102
"50986",1,1103
"50987",8,1103
"50988",21,1103
"50989",27,1103
"50990",30,1103
"50991",34,1103
"50992",47,1103
"50993",61,1103
"50994",62,1103
"50995",81,1103
"50996",85,1103
"50997",127,1103
"50998",129,1103
"50999",145,1103
"51000",148,1103
"51001",150,1103
"51002",152,1103
"51003",153,1103
"51004",158,1103
"51005",182,1103
"51006",191,1103
"51007",194,1103
"51008",215,1103
"51009",218,1103
"51010",223,1103
"51011",231,1103
"51012",240,1103
"51013",276,1103
"51014",299,1103
"51015",301,1103
"51016",331,1103
"51017",358,1103
"51018",371,1103
"51019",407,1103
"51020",418,1103
"51021",427,1103
"51022",453,1103
"51023",454,1103
"51024",455,1103
"51025",459,1103
"51026",473,1103
"51027",474,1103
"51028",489,1103
"51029",495,1103
"51030",505,1103
"51031",509,1103
"51032",522,1103
"51033",533,1103
"51034",535,1103
"51035",543,1103
"51036",548,1103
"51037",551,1103
"51038",556,1103
"51039",558,1103
"51040",606,1103
"51041",617,1103
"51042",622,1103
"51043",626,1103
"51044",630,1103
"51045",645,1103
"51046",664,1103
"51047",671,1103
"51048",674,1103
"51049",676,1103
"51050",693,1103
"51051",695,1103
"51052",708,1103
"51053",720,1103
"51054",722,1103
"51055",740,1103
"51056",743,1103
"51057",751,1103
"51058",754,1103
"51059",763,1103
"51060",775,1103
"51061",799,1103
"51062",808,1103
"51063",809,1103
"51064",812,1103
"51065",825,1103
"51066",835,1103
"51067",860,1103
"51068",867,1103
"51069",877,1103
"51070",881,1103
"51071",883,1103
"51072",900,1103
"51073",905,1103
"51074",919,1103
"51075",927,1103
"51076",928,1103
"51077",938,1103
"51078",964,1103
"51079",969,1103
"51080",976,1103
"51081",980,1103
"51082",994,1103
"51083",998,1103
"51084",1001,1103
"51085",1054,1103
"51086",1057,1103
"51087",1072,1103
"51088",1078,1103
"51089",14,1104
"51090",16,1104
"51091",23,1104
"51092",47,1104
"51093",49,1104
"51094",59,1104
"51095",64,1104
"51096",78,1104
"51097",90,1104
"51098",93,1104
"51099",112,1104
"51100",129,1104
"51101",133,1104
"51102",136,1104
"51103",147,1104
"51104",148,1104
"51105",163,1104
"51106",225,1104
"51107",235,1104
"51108",251,1104
"51109",257,1104
"51110",270,1104
"51111",291,1104
"51112",296,1104
"51113",302,1104
"51114",327,1104
"51115",355,1104
"51116",391,1104
"51117",418,1104
"51118",421,1104
"51119",428,1104
"51120",431,1104
"51121",433,1104
"51122",443,1104
"51123",449,1104
"51124",451,1104
"51125",463,1104
"51126",471,1104
"51127",473,1104
"51128",484,1104
"51129",509,1104
"51130",517,1104
"51131",540,1104
"51132",542,1104
"51133",548,1104
"51134",549,1104
"51135",557,1104
"51136",587,1104
"51137",596,1104
"51138",619,1104
"51139",633,1104
"51140",639,1104
"51141",647,1104
"51142",654,1104
"51143",656,1104
"51144",663,1104
"51145",666,1104
"51146",678,1104
"51147",728,1104
"51148",736,1104
"51149",741,1104
"51150",745,1104
"51151",773,1104
"51152",775,1104
"51153",788,1104
"51154",818,1104
"51155",821,1104
"51156",824,1104
"51157",827,1104
"51158",831,1104
"51159",848,1104
"51160",855,1104
"51161",866,1104
"51162",877,1104
"51163",893,1104
"51164",899,1104
"51165",901,1104
"51166",914,1104
"51167",918,1104
"51168",921,1104
"51169",925,1104
"51170",964,1104
"51171",965,1104
"51172",967,1104
"51173",1004,1104
"51174",1013,1104
"51175",1019,1104
"51176",1057,1104
"51177",1077,1104
"51178",1079,1104
"51179",1093,1104
"51180",7,1105
"51181",10,1105
"51182",31,1105
"51183",45,1105
"51184",59,1105
"51185",73,1105
"51186",88,1105
"51187",96,1105
"51188",98,1105
"51189",101,1105
"51190",115,1105
"51191",121,1105
"51192",136,1105
"51193",141,1105
"51194",152,1105
"51195",159,1105
"51196",169,1105
"51197",171,1105
"51198",172,1105
"51199",173,1105
"51200",177,1105
"51201",189,1105
"51202",197,1105
"51203",215,1105
"51204",253,1105
"51205",259,1105
"51206",263,1105
"51207",266,1105
"51208",269,1105
"51209",272,1105
"51210",281,1105
"51211",299,1105
"51212",308,1105
"51213",321,1105
"51214",326,1105
"51215",343,1105
"51216",349,1105
"51217",353,1105
"51218",380,1105
"51219",382,1105
"51220",383,1105
"51221",394,1105
"51222",403,1105
"51223",406,1105
"51224",427,1105
"51225",429,1105
"51226",439,1105
"51227",448,1105
"51228",451,1105
"51229",457,1105
"51230",465,1105
"51231",491,1105
"51232",511,1105
"51233",527,1105
"51234",559,1105
"51235",561,1105
"51236",566,1105
"51237",582,1105
"51238",612,1105
"51239",617,1105
"51240",619,1105
"51241",622,1105
"51242",632,1105
"51243",652,1105
"51244",659,1105
"51245",668,1105
"51246",669,1105
"51247",678,1105
"51248",685,1105
"51249",719,1105
"51250",720,1105
"51251",721,1105
"51252",738,1105
"51253",743,1105
"51254",760,1105
"51255",762,1105
"51256",765,1105
"51257",794,1105
"51258",797,1105
"51259",807,1105
"51260",821,1105
"51261",824,1105
"51262",841,1105
"51263",845,1105
"51264",865,1105
"51265",866,1105
"51266",893,1105
"51267",906,1105
"51268",941,1105
"51269",943,1105
"51270",954,1105
"51271",955,1105
"51272",970,1105
"51273",976,1105
"51274",985,1105
"51275",988,1105
"51276",1032,1105
"51277",1035,1105
"51278",1036,1105
"51279",1052,1105
"51280",1071,1105
"51281",1075,1105
"51282",1078,1105
"51283",1095,1105
"51284",1104,1105
"51285",2,1106
"51286",8,1106
"51287",44,1106
"51288",66,1106
"51289",92,1106
"51290",117,1106
"51291",135,1106
"51292",143,1106
"51293",144,1106
"51294",195,1106
"51295",200,1106
"51296",201,1106
"51297",215,1106
"51298",221,1106
"51299",232,1106
"51300",247,1106
"51301",271,1106
"51302",272,1106
"51303",293,1106
"51304",295,1106
"51305",300,1106
"51306",305,1106
"51307",308,1106
"51308",331,1106
"51309",339,1106
"51310",350,1106
"51311",356,1106
"51312",370,1106
"51313",381,1106
"51314",393,1106
"51315",428,1106
"51316",431,1106
"51317",432,1106
"51318",440,1106
"51319",470,1106
"51320",475,1106
"51321",480,1106
"51322",496,1106
"51323",499,1106
"51324",508,1106
"51325",510,1106
"51326",513,1106
"51327",533,1106
"51328",539,1106
"51329",542,1106
"51330",565,1106
"51331",577,1106
"51332",580,1106
"51333",609,1106
"51334",632,1106
"51335",638,1106
"51336",647,1106
"51337",650,1106
"51338",671,1106
"51339",696,1106
"51340",713,1106
"51341",719,1106
"51342",731,1106
"51343",733,1106
"51344",743,1106
"51345",759,1106
"51346",765,1106
"51347",771,1106
"51348",777,1106
"51349",779,1106
"51350",790,1106
"51351",794,1106
"51352",826,1106
"51353",833,1106
"51354",838,1106
"51355",839,1106
"51356",848,1106
"51357",865,1106
"51358",894,1106
"51359",913,1106
"51360",942,1106
"51361",944,1106
"51362",967,1106
"51363",974,1106
"51364",983,1106
"51365",1007,1106
"51366",1017,1106
"51367",1029,1106
"51368",1031,1106
"51369",1051,1106
"51370",1061,1106
"51371",1062,1106
"51372",1068,1106
"51373",1079,1106
"51374",1081,1106
"51375",1083,1106
"51376",1099,1106
"51377",1101,1106
"51378",1,1107
"51379",3,1107
"51380",5,1107
"51381",10,1107
"51382",19,1107
"51383",37,1107
"51384",60,1107
"51385",71,1107
"51386",85,1107
"51387",98,1107
"51388",138,1107
"51389",140,1107
"51390",185,1107
"51391",195,1107
"51392",207,1107
"51393",208,1107
"51394",209,1107
"51395",225,1107
"51396",235,1107
"51397",249,1107
"51398",253,1107
"51399",255,1107
"51400",278,1107
"51401",280,1107
"51402",282,1107
"51403",289,1107
"51404",296,1107
"51405",311,1107
"51406",316,1107
"51407",350,1107
"51408",366,1107
"51409",376,1107
"51410",391,1107
"51411",396,1107
"51412",398,1107
"51413",399,1107
"51414",407,1107
"51415",471,1107
"51416",485,1107
"51417",489,1107
"51418",493,1107
"51419",501,1107
"51420",523,1107
"51421",537,1107
"51422",540,1107
"51423",552,1107
"51424",562,1107
"51425",572,1107
"51426",574,1107
"51427",579,1107
"51428",607,1107
"51429",621,1107
"51430",626,1107
"51431",629,1107
"51432",652,1107
"51433",666,1107
"51434",670,1107
"51435",671,1107
"51436",675,1107
"51437",687,1107
"51438",702,1107
"51439",707,1107
"51440",722,1107
"51441",727,1107
"51442",747,1107
"51443",754,1107
"51444",755,1107
"51445",778,1107
"51446",787,1107
"51447",796,1107
"51448",800,1107
"51449",809,1107
"51450",882,1107
"51451",904,1107
"51452",909,1107
"51453",916,1107
"51454",925,1107
"51455",927,1107
"51456",936,1107
"51457",957,1107
"51458",967,1107
"51459",982,1107
"51460",1015,1107
"51461",1017,1107
"51462",1030,1107
"51463",1033,1107
"51464",1035,1107
"51465",1041,1107
"51466",1055,1107
"51467",1083,1107
"51468",1101,1107
"51469",3,1108
"51470",21,1108
"51471",30,1108
"51472",51,1108
"51473",71,1108
"51474",78,1108
"51475",84,1108
"51476",89,1108
"51477",102,1108
"51478",108,1108
"51479",119,1108
"51480",149,1108
"51481",166,1108
"51482",237,1108
"51483",264,1108
"51484",269,1108
"51485",283,1108
"51486",309,1108
"51487",318,1108
"51488",328,1108
"51489",332,1108
"51490",333,1108
"51491",338,1108
"51492",340,1108
"51493",375,1108
"51494",380,1108
"51495",391,1108
"51496",395,1108
"51497",400,1108
"51498",426,1108
"51499",432,1108
"51500",449,1108
"51501",460,1108
"51502",461,1108
"51503",477,1108
"51504",493,1108
"51505",499,1108
"51506",518,1108
"51507",534,1108
"51508",539,1108
"51509",549,1108
"51510",553,1108
"51511",573,1108
"51512",576,1108
"51513",595,1108
"51514",605,1108
"51515",615,1108
"51516",617,1108
"51517",620,1108
"51518",649,1108
"51519",652,1108
"51520",671,1108
"51521",672,1108
"51522",685,1108
"51523",703,1108
"51524",710,1108
"51525",715,1108
"51526",731,1108
"51527",736,1108
"51528",744,1108
"51529",746,1108
"51530",750,1108
"51531",775,1108
"51532",784,1108
"51533",788,1108
"51534",794,1108
"51535",800,1108
"51536",805,1108
"51537",839,1108
"51538",848,1108
"51539",854,1108
"51540",871,1108
"51541",889,1108
"51542",935,1108
"51543",938,1108
"51544",946,1108
"51545",949,1108
"51546",966,1108
"51547",976,1108
"51548",999,1108
"51549",1001,1108
"51550",1003,1108
"51551",1030,1108
"51552",1043,1108
"51553",1060,1108
"51554",1066,1108
"51555",1091,1108
"51556",25,1109
"51557",27,1109
"51558",36,1109
"51559",46,1109
"51560",67,1109
"51561",68,1109
"51562",69,1109
"51563",73,1109
"51564",77,1109
"51565",86,1109
"51566",93,1109
"51567",94,1109
"51568",98,1109
"51569",100,1109
"51570",102,1109
"51571",106,1109
"51572",120,1109
"51573",138,1109
"51574",144,1109
"51575",146,1109
"51576",193,1109
"51577",204,1109
"51578",207,1109
"51579",208,1109
"51580",217,1109
"51581",218,1109
"51582",219,1109
"51583",245,1109
"51584",250,1109
"51585",265,1109
"51586",274,1109
"51587",296,1109
"51588",298,1109
"51589",302,1109
"51590",306,1109
"51591",308,1109
"51592",315,1109
"51593",316,1109
"51594",319,1109
"51595",322,1109
"51596",331,1109
"51597",339,1109
"51598",350,1109
"51599",380,1109
"51600",384,1109
"51601",393,1109
"51602",400,1109
"51603",406,1109
"51604",407,1109
"51605",411,1109
"51606",419,1109
"51607",427,1109
"51608",435,1109
"51609",439,1109
"51610",455,1109
"51611",461,1109
"51612",492,1109
"51613",493,1109
"51614",500,1109
"51615",508,1109
"51616",528,1109
"51617",542,1109
"51618",560,1109
"51619",574,1109
"51620",580,1109
"51621",581,1109
"51622",615,1109
"51623",623,1109
"51624",644,1109
"51625",658,1109
"51626",668,1109
"51627",676,1109
"51628",680,1109
"51629",697,1109
"51630",705,1109
"51631",709,1109
"51632",711,1109
"51633",733,1109
"51634",738,1109
"51635",742,1109
"51636",759,1109
"51637",780,1109
"51638",793,1109
"51639",794,1109
"51640",796,1109
"51641",809,1109
"51642",840,1109
"51643",881,1109
"51644",885,1109
"51645",892,1109
"51646",915,1109
"51647",925,1109
"51648",936,1109
"51649",940,1109
"51650",973,1109
"51651",975,1109
"51652",1008,1109
"51653",1016,1109
"51654",1022,1109
"51655",1025,1109
"51656",1057,1109
"51657",1078,1109
"51658",1080,1109
"51659",1083,1109
"51660",1089,1109
"51661",8,1110
"51662",13,1110
"51663",14,1110
"51664",21,1110
"51665",27,1110
"51666",36,1110
"51667",50,1110
"51668",56,1110
"51669",69,1110
"51670",97,1110
"51671",103,1110
"51672",104,1110
"51673",107,1110
"51674",113,1110
"51675",116,1110
"51676",128,1110
"51677",143,1110
"51678",147,1110
"51679",158,1110
"51680",184,1110
"51681",209,1110
"51682",210,1110
"51683",234,1110
"51684",238,1110
"51685",326,1110
"51686",329,1110
"51687",342,1110
"51688",352,1110
"51689",370,1110
"51690",372,1110
"51691",380,1110
"51692",384,1110
"51693",387,1110
"51694",394,1110
"51695",415,1110
"51696",419,1110
"51697",422,1110
"51698",447,1110
"51699",455,1110
"51700",484,1110
"51701",507,1110
"51702",510,1110
"51703",524,1110
"51704",537,1110
"51705",566,1110
"51706",573,1110
"51707",579,1110
"51708",583,1110
"51709",589,1110
"51710",605,1110
"51711",610,1110
"51712",624,1110
"51713",656,1110
"51714",666,1110
"51715",676,1110
"51716",703,1110
"51717",754,1110
"51718",755,1110
"51719",768,1110
"51720",769,1110
"51721",782,1110
"51722",785,1110
"51723",790,1110
"51724",797,1110
"51725",800,1110
"51726",810,1110
"51727",814,1110
"51728",837,1110
"51729",847,1110
"51730",876,1110
"51731",881,1110
"51732",919,1110
"51733",959,1110
"51734",960,1110
"51735",985,1110
"51736",986,1110
"51737",1004,1110
"51738",1015,1110
"51739",1037,1110
"51740",1043,1110
"51741",1063,1110
"51742",1064,1110
"51743",1078,1110
"51744",1079,1110
"51745",1094,1110
"51746",1098,1110
"51747",1105,1110
"51748",1109,1110
"51749",18,1111
"51750",56,1111
"51751",62,1111
"51752",92,1111
"51753",102,1111
"51754",115,1111
"51755",157,1111
"51756",161,1111
"51757",167,1111
"51758",173,1111
"51759",175,1111
"51760",180,1111
"51761",184,1111
"51762",190,1111
"51763",216,1111
"51764",226,1111
"51765",241,1111
"51766",248,1111
"51767",262,1111
"51768",275,1111
"51769",308,1111
"51770",316,1111
"51771",336,1111
"51772",337,1111
"51773",346,1111
"51774",353,1111
"51775",378,1111
"51776",430,1111
"51777",436,1111
"51778",443,1111
"51779",445,1111
"51780",447,1111
"51781",457,1111
"51782",459,1111
"51783",465,1111
"51784",483,1111
"51785",489,1111
"51786",495,1111
"51787",496,1111
"51788",532,1111
"51789",533,1111
"51790",534,1111
"51791",535,1111
"51792",539,1111
"51793",540,1111
"51794",543,1111
"51795",570,1111
"51796",582,1111
"51797",620,1111
"51798",622,1111
"51799",626,1111
"51800",629,1111
"51801",631,1111
"51802",638,1111
"51803",657,1111
"51804",663,1111
"51805",673,1111
"51806",694,1111
"51807",708,1111
"51808",717,1111
"51809",733,1111
"51810",744,1111
"51811",755,1111
"51812",758,1111
"51813",774,1111
"51814",790,1111
"51815",794,1111
"51816",811,1111
"51817",817,1111
"51818",837,1111
"51819",866,1111
"51820",875,1111
"51821",901,1111
"51822",906,1111
"51823",913,1111
"51824",920,1111
"51825",935,1111
"51826",956,1111
"51827",965,1111
"51828",995,1111
"51829",1035,1111
"51830",1040,1111
"51831",1056,1111
"51832",1059,1111
"51833",38,1112
"51834",41,1112
"51835",48,1112
"51836",63,1112
"51837",96,1112
"51838",101,1112
"51839",103,1112
"51840",123,1112
"51841",127,1112
"51842",132,1112
"51843",140,1112
"51844",141,1112
"51845",160,1112
"51846",174,1112
"51847",181,1112
"51848",213,1112
"51849",249,1112
"51850",252,1112
"51851",253,1112
"51852",260,1112
"51853",280,1112
"51854",287,1112
"51855",293,1112
"51856",315,1112
"51857",327,1112
"51858",331,1112
"51859",345,1112
"51860",352,1112
"51861",373,1112
"51862",385,1112
"51863",396,1112
"51864",433,1112
"51865",445,1112
"51866",468,1112
"51867",488,1112
"51868",492,1112
"51869",496,1112
"51870",502,1112
"51871",510,1112
"51872",514,1112
"51873",515,1112
"51874",517,1112
"51875",523,1112
"51876",526,1112
"51877",538,1112
"51878",548,1112
"51879",565,1112
"51880",566,1112
"51881",594,1112
"51882",614,1112
"51883",621,1112
"51884",628,1112
"51885",682,1112
"51886",686,1112
"51887",687,1112
"51888",692,1112
"51889",698,1112
"51890",715,1112
"51891",724,1112
"51892",727,1112
"51893",728,1112
"51894",752,1112
"51895",774,1112
"51896",802,1112
"51897",804,1112
"51898",807,1112
"51899",812,1112
"51900",818,1112
"51901",823,1112
"51902",832,1112
"51903",836,1112
"51904",844,1112
"51905",857,1112
"51906",885,1112
"51907",896,1112
"51908",904,1112
"51909",913,1112
"51910",917,1112
"51911",946,1112
"51912",949,1112
"51913",968,1112
"51914",971,1112
"51915",991,1112
"51916",1025,1112
"51917",1039,1112
"51918",1063,1112
"51919",1078,1112
"51920",1080,1112
"51921",1086,1112
"51922",1088,1112
"51923",1107,1112
"51924",8,1113
"51925",33,1113
"51926",56,1113
"51927",77,1113
"51928",113,1113
"51929",119,1113
"51930",130,1113
"51931",141,1113
"51932",148,1113
"51933",150,1113
"51934",153,1113
"51935",158,1113
"51936",197,1113
"51937",212,1113
"51938",224,1113
"51939",237,1113
"51940",243,1113
"51941",253,1113
"51942",277,1113
"51943",278,1113
"51944",280,1113
"51945",291,1113
"51946",292,1113
"51947",293,1113
"51948",310,1113
"51949",312,1113
"51950",314,1113
"51951",319,1113
"51952",360,1113
"51953",373,1113
"51954",399,1113
"51955",403,1113
"51956",414,1113
"51957",438,1113
"51958",440,1113
"51959",441,1113
"51960",468,1113
"51961",475,1113
"51962",501,1113
"51963",537,1113
"51964",553,1113
"51965",556,1113
"51966",558,1113
"51967",569,1113
"51968",571,1113
"51969",572,1113
"51970",580,1113
"51971",581,1113
"51972",602,1113
"51973",609,1113
"51974",635,1113
"51975",636,1113
"51976",656,1113
"51977",663,1113
"51978",674,1113
"51979",685,1113
"51980",694,1113
"51981",695,1113
"51982",702,1113
"51983",741,1113
"51984",762,1113
"51985",764,1113
"51986",775,1113
"51987",776,1113
"51988",806,1113
"51989",810,1113
"51990",819,1113
"51991",838,1113
"51992",854,1113
"51993",864,1113
"51994",877,1113
"51995",881,1113
"51996",886,1113
"51997",913,1113
"51998",933,1113
"51999",960,1113
"52000",961,1113
"52001",965,1113
"52002",992,1113
"52003",1008,1113
"52004",1017,1113
"52005",1043,1113
"52006",1070,1113
"52007",1085,1113
"52008",1087,1113
"52009",1098,1113
"52010",1103,1113
"52011",14,1114
"52012",19,1114
"52013",20,1114
"52014",22,1114
"52015",53,1114
"52016",97,1114
"52017",106,1114
"52018",121,1114
"52019",145,1114
"52020",164,1114
"52021",168,1114
"52022",179,1114
"52023",240,1114
"52024",242,1114
"52025",246,1114
"52026",264,1114
"52027",285,1114
"52028",289,1114
"52029",291,1114
"52030",292,1114
"52031",297,1114
"52032",307,1114
"52033",325,1114
"52034",337,1114
"52035",370,1114
"52036",380,1114
"52037",381,1114
"52038",382,1114
"52039",383,1114
"52040",420,1114
"52041",438,1114
"52042",439,1114
"52043",446,1114
"52044",448,1114
"52045",456,1114
"52046",466,1114
"52047",470,1114
"52048",486,1114
"52049",564,1114
"52050",587,1114
"52051",596,1114
"52052",625,1114
"52053",626,1114
"52054",644,1114
"52055",653,1114
"52056",666,1114
"52057",676,1114
"52058",681,1114
"52059",690,1114
"52060",705,1114
"52061",721,1114
"52062",723,1114
"52063",733,1114
"52064",748,1114
"52065",756,1114
"52066",762,1114
"52067",773,1114
"52068",782,1114
"52069",788,1114
"52070",791,1114
"52071",817,1114
"52072",835,1114
"52073",838,1114
"52074",839,1114
"52075",840,1114
"52076",846,1114
"52077",891,1114
"52078",896,1114
"52079",914,1114
"52080",917,1114
"52081",926,1114
"52082",935,1114
"52083",947,1114
"52084",965,1114
"52085",983,1114
"52086",1000,1114
"52087",1005,1114
"52088",1007,1114
"52089",1024,1114
"52090",1027,1114
"52091",1032,1114
"52092",1060,1114
"52093",1065,1114
"52094",1066,1114
"52095",1083,1114
"52096",1098,1114
"52097",1113,1114
"52098",1,1115
"52099",28,1115
"52100",33,1115
"52101",67,1115
"52102",72,1115
"52103",74,1115
"52104",77,1115
"52105",103,1115
"52106",105,1115
"52107",106,1115
"52108",143,1115
"52109",165,1115
"52110",220,1115
"52111",227,1115
"52112",228,1115
"52113",235,1115
"52114",240,1115
"52115",287,1115
"52116",288,1115
"52117",298,1115
"52118",303,1115
"52119",315,1115
"52120",323,1115
"52121",346,1115
"52122",347,1115
"52123",375,1115
"52124",388,1115
"52125",395,1115
"52126",401,1115
"52127",404,1115
